"Crime","State/UT","Year","Count"
"Arson","West Bengal","2004",0
"Dacoity","A&N Islands","2004",0
"Dacoity","Andhra Pradesh","2004",0
"Dacoity","Arunachal Pradesh","2004",0
"Dacoity","Assam","2004",0
"Dacoity","Bihar","2004",3
"Dacoity","Chandigarh","2004",0
"Dacoity","Chhattisgarh","2004",0
"Dacoity","D&N Haveli","2004",0
"Dacoity","Daman & Diu","2004",0
"Dacoity","Delhi UT","2004",0
"Dacoity","Goa","2004",0
"Dacoity","Gujarat","2004",4
"Dacoity","Haryana","2004",0
"Dacoity","Himachal Pradesh","2004",0
"Dacoity","Jammu & Kashmir","2004",0
"Dacoity","Jharkhand","2004",2
"Dacoity","Karnataka","2004",3
"Dacoity","Kerala","2004",0
"Dacoity","Lakshadweep","2004",0
"Dacoity","Madhya Pradesh","2004",3
"Dacoity","Maharashtra","2004",6
"Dacoity","Manipur","2004",0
"Dacoity","Meghalaya","2004",0
"Dacoity","Mizoram","2004",0
"Dacoity","Nagaland","2004",0
"Dacoity","Odisha","2004",0
"Dacoity","Puducherry","2004",0
"Dacoity","Punjab","2004",0
"Dacoity","Rajasthan","2004",0
"Dacoity","Sikkim","2004",0
"Dacoity","Tamil Nadu","2004",0
"Dacoity","Tripura","2004",0
"Dacoity","Uttar Pradesh","2004",5
"Dacoity","Uttarakhand","2004",0
"Dacoity","West Bengal","2004",0
"Hurt","A&N Islands","2004",0
"Hurt","Andhra Pradesh","2004",474
"Hurt","Arunachal Pradesh","2004",0
"Hurt","Assam","2004",3
"Hurt","Bihar","2004",389
"Hurt","Chandigarh","2004",0
"Hurt","Chhattisgarh","2004",89
"Hurt","D&N Haveli","2004",0
"Hurt","Daman & Diu","2004",0
"Hurt","Delhi UT","2004",0
"Hurt","Goa","2004",0
"Hurt","Gujarat","2004",247
"Hurt","Haryana","2004",50
"Hurt","Himachal Pradesh","2004",0
"Hurt","Jammu & Kashmir","2004",0
"Hurt","Jharkhand","2004",24
"Hurt","Karnataka","2004",94
"Hurt","Kerala","2004",106
"Hurt","Lakshadweep","2004",0
"Hurt","Madhya Pradesh","2004",890
"Hurt","Maharashtra","2004",53
"Hurt","Manipur","2004",0
"Hurt","Meghalaya","2004",0
"Hurt","Mizoram","2004",0
"Hurt","Nagaland","2004",0
"Hurt","Odisha","2004",241
"Hurt","Puducherry","2004",0
"Hurt","Punjab","2004",12
"Hurt","Rajasthan","2004",636
"Hurt","Sikkim","2004",10
"Hurt","Tamil Nadu","2004",159
"Hurt","Tripura","2004",0
"Hurt","Uttar Pradesh","2004",336
"Hurt","Uttarakhand","2004",9
"Hurt","West Bengal","2004",2
"Kidnapping & Abduction","A&N Islands","2004",0
"Kidnapping & Abduction","Andhra Pradesh","2004",28
"Kidnapping & Abduction","Arunachal Pradesh","2004",0
"Kidnapping & Abduction","Assam","2004",1
"Kidnapping & Abduction","Bihar","2004",6
"Kidnapping & Abduction","Chandigarh","2004",0
"Kidnapping & Abduction","Chhattisgarh","2004",7
"Kidnapping & Abduction","D&N Haveli","2004",0
"Kidnapping & Abduction","Daman & Diu","2004",0
"Kidnapping & Abduction","Delhi UT","2004",0
"Kidnapping & Abduction","Goa","2004",0
"Kidnapping & Abduction","Gujarat","2004",26
"Kidnapping & Abduction","Haryana","2004",6
"Kidnapping & Abduction","Himachal Pradesh","2004",1
"Kidnapping & Abduction","Jammu & Kashmir","2004",0
"Kidnapping & Abduction","Jharkhand","2004",3
"Kidnapping & Abduction","Karnataka","2004",2
"Kidnapping & Abduction","Kerala","2004",0
"Kidnapping & Abduction","Lakshadweep","2004",0
"Kidnapping & Abduction","Madhya Pradesh","2004",34
"Kidnapping & Abduction","Maharashtra","2004",9
"Kidnapping & Abduction","Manipur","2004",0
"Kidnapping & Abduction","Meghalaya","2004",0
"Kidnapping & Abduction","Mizoram","2004",0
"Kidnapping & Abduction","Nagaland","2004",0
"Kidnapping & Abduction","Odisha","2004",6
"Kidnapping & Abduction","Puducherry","2004",0
"Kidnapping & Abduction","Punjab","2004",2
"Kidnapping & Abduction","Rajasthan","2004",26
"Kidnapping & Abduction","Sikkim","2004",1
"Kidnapping & Abduction","Tamil Nadu","2004",2
"Kidnapping & Abduction","Tripura","2004",0
"Kidnapping & Abduction","Uttar Pradesh","2004",91
"Kidnapping & Abduction","Uttarakhand","2004",2
"Kidnapping & Abduction","West Bengal","2004",0
"Murder","A&N Islands","2004",0
"Murder","Andhra Pradesh","2004",39
"Murder","Arunachal Pradesh","2004",0
"Murder","Assam","2004",0
"Murder","Bihar","2004",14
"Murder","Chandigarh","2004",0
"Murder","Chhattisgarh","2004",25
"Murder","D&N Haveli","2004",0
"Murder","Daman & Diu","2004",0
"Murder","Delhi UT","2004",0
"Murder","Goa","2004",0
"Murder","Gujarat","2004",11
"Murder","Haryana","2004",14
"Murder","Himachal Pradesh","2004",2
"Murder","Jammu & Kashmir","2004",0
"Murder","Jharkhand","2004",2
"Murder","Karnataka","2004",21
"Murder","Kerala","2004",2
"Murder","Lakshadweep","2004",0
"Murder","Madhya Pradesh","2004",93
"Murder","Maharashtra","2004",10
"Murder","Manipur","2004",0
"Murder","Meghalaya","2004",0
"Murder","Mizoram","2004",0
"Murder","Nagaland","2004",0
"Murder","Odisha","2004",21
"Murder","Puducherry","2004",0
"Murder","Punjab","2004",0
"Murder","Rajasthan","2004",45
"Murder","Sikkim","2004",3
"Murder","Tamil Nadu","2004",25
"Murder","Tripura","2004",0
"Murder","Uttar Pradesh","2004",321
"Murder","Uttarakhand","2004",6
"Murder","West Bengal","2004",0
"Other Crimes Against SCs","A&N Islands","2004",0
"Other Crimes Against SCs","Andhra Pradesh","2004",1234
"Other Crimes Against SCs","Arunachal Pradesh","2004",0
"Other Crimes Against SCs","Assam","2004",13
"Other Crimes Against SCs","Bihar","2004",274
"Other Crimes Against SCs","Chandigarh","2004",0
"Other Crimes Against SCs","Chhattisgarh","2004",353
"Other Crimes Against SCs","D&N Haveli","2004",0
"Other Crimes Against SCs","Daman & Diu","2004",0
"Other Crimes Against SCs","Delhi UT","2004",0
"Other Crimes Against SCs","Goa","2004",0
"Other Crimes Against SCs","Gujarat","2004",558
"Other Crimes Against SCs","Haryana","2004",83
"Other Crimes Against SCs","Himachal Pradesh","2004",38
"Other Crimes Against SCs","Jammu & Kashmir","2004",1
"Other Crimes Against SCs","Jharkhand","2004",31
"Other Crimes Against SCs","Karnataka","2004",404
"Other Crimes Against SCs","Kerala","2004",113
"Other Crimes Against SCs","Lakshadweep","2004",0
"Other Crimes Against SCs","Madhya Pradesh","2004",2952
"Other Crimes Against SCs","Maharashtra","2004",312
"Other Crimes Against SCs","Manipur","2004",0
"Other Crimes Against SCs","Meghalaya","2004",0
"Other Crimes Against SCs","Mizoram","2004",0
"Other Crimes Against SCs","Nagaland","2004",0
"Other Crimes Against SCs","Odisha","2004",494
"Other Crimes Against SCs","Puducherry","2004",3
"Other Crimes Against SCs","Punjab","2004",50
"Other Crimes Against SCs","Rajasthan","2004",2902
"Other Crimes Against SCs","Sikkim","2004",1
"Other Crimes Against SCs","Tamil Nadu","2004",183
"Other Crimes Against SCs","Tripura","2004",0
"Other Crimes Against SCs","Uttar Pradesh","2004",1428
"Other Crimes Against SCs","Uttarakhand","2004",0
"Other Crimes Against SCs","West Bengal","2004",8
"Protection of Civil Rights Act","A&N Islands","2004",0
"Protection of Civil Rights Act","Andhra Pradesh","2004",68
"Protection of Civil Rights Act","Arunachal Pradesh","2004",0
"Protection of Civil Rights Act","Assam","2004",0
"Protection of Civil Rights Act","Bihar","2004",93
"Protection of Civil Rights Act","Chandigarh","2004",0
"Protection of Civil Rights Act","Chhattisgarh","2004",0
"Protection of Civil Rights Act","D&N Haveli","2004",0
"Protection of Civil Rights Act","Daman & Diu","2004",0
"Protection of Civil Rights Act","Delhi UT","2004",0
"Protection of Civil Rights Act","Goa","2004",0
"Protection of Civil Rights Act","Gujarat","2004",5
"Protection of Civil Rights Act","Haryana","2004",0
"Protection of Civil Rights Act","Himachal Pradesh","2004",2
"Protection of Civil Rights Act","Jammu & Kashmir","2004",3
"Protection of Civil Rights Act","Jharkhand","2004",0
"Protection of Civil Rights Act","Karnataka","2004",38
"Protection of Civil Rights Act","Kerala","2004",3
"Protection of Civil Rights Act","Lakshadweep","2004",0
"Protection of Civil Rights Act","Madhya Pradesh","2004",1
"Protection of Civil Rights Act","Maharashtra","2004",26
"Protection of Civil Rights Act","Manipur","2004",0
"Protection of Civil Rights Act","Meghalaya","2004",0
"Protection of Civil Rights Act","Mizoram","2004",0
"Protection of Civil Rights Act","Nagaland","2004",0
"Protection of Civil Rights Act","Odisha","2004",0
"Protection of Civil Rights Act","Puducherry","2004",20
"Protection of Civil Rights Act","Punjab","2004",0
"Protection of Civil Rights Act","Rajasthan","2004",0
"Protection of Civil Rights Act","Sikkim","2004",0
"Protection of Civil Rights Act","Tamil Nadu","2004",70
"Protection of Civil Rights Act","Tripura","2004",0
"Protection of Civil Rights Act","Uttar Pradesh","2004",35
"Protection of Civil Rights Act","Uttarakhand","2004",0
"Protection of Civil Rights Act","West Bengal","2004",0
"Rape","A&N Islands","2004",0
"Rape","Andhra Pradesh","2004",66
"Rape","Arunachal Pradesh","2004",0
"Rape","Assam","2004",1
"Rape","Bihar","2004",14
"Rape","Chandigarh","2004",0
"Rape","Chhattisgarh","2004",77
"Rape","D&N Haveli","2004",0
"Rape","Daman & Diu","2004",0
"Rape","Delhi UT","2004",0
"Rape","Goa","2004",0
"Rape","Gujarat","2004",19
"Rape","Haryana","2004",33
"Rape","Himachal Pradesh","2004",6
"Rape","Jammu & Kashmir","2004",0
"Rape","Jharkhand","2004",9
"Rape","Karnataka","2004",14
"Rape","Kerala","2004",49
"Rape","Lakshadweep","2004",0
"Rape","Madhya Pradesh","2004",335
"Rape","Maharashtra","2004",63
"Rape","Manipur","2004",0
"Rape","Meghalaya","2004",0
"Rape","Mizoram","2004",0
"Rape","Nagaland","2004",0
"Rape","Odisha","2004",45
"Rape","Puducherry","2004",0
"Rape","Punjab","2004",9
"Rape","Rajasthan","2004",126
"Rape","Sikkim","2004",1
"Rape","Tamil Nadu","2004",23
"Rape","Tripura","2004",1
"Rape","Uttar Pradesh","2004",258
"Rape","Uttarakhand","2004",6
"Rape","West Bengal","2004",2
"Robbery","A&N Islands","2004",0
"Robbery","Andhra Pradesh","2004",7
"Robbery","Arunachal Pradesh","2004",0
"Robbery","Assam","2004",1
"Robbery","Bihar","2004",10
"Robbery","Chandigarh","2004",0
"Robbery","Chhattisgarh","2004",5
"Robbery","D&N Haveli","2004",0
"Robbery","Daman & Diu","2004",0
"Robbery","Delhi UT","2004",0
"Robbery","Goa","2004",0
"Robbery","Gujarat","2004",13
"Robbery","Haryana","2004",0
"Robbery","Himachal Pradesh","2004",0
"Robbery","Jammu & Kashmir","2004",0
"Robbery","Jharkhand","2004",0
"Robbery","Karnataka","2004",1
"Robbery","Kerala","2004",2
"Robbery","Lakshadweep","2004",0
"Robbery","Madhya Pradesh","2004",8
"Robbery","Maharashtra","2004",6
"Robbery","Manipur","2004",0
"Robbery","Meghalaya","2004",0
"Robbery","Mizoram","2004",0
"Robbery","Nagaland","2004",0
"Robbery","Odisha","2004",7
"Robbery","Puducherry","2004",0
"Robbery","Punjab","2004",0
"Robbery","Rajasthan","2004",5
"Robbery","Sikkim","2004",0
"Robbery","Tamil Nadu","2004",0
"Robbery","Tripura","2004",0
"Robbery","Uttar Pradesh","2004",7
"Robbery","Uttarakhand","2004",0
"Robbery","West Bengal","2004",0
"SC/ST (POA) Act","A&N Islands","2004",0
"SC/ST (POA) Act","Andhra Pradesh","2004",1319
"SC/ST (POA) Act","Arunachal Pradesh","2004",0
"SC/ST (POA) Act","Assam","2004",0
"SC/ST (POA) Act","Bihar","2004",1813
"SC/ST (POA) Act","Chandigarh","2004",0
"SC/ST (POA) Act","Chhattisgarh","2004",138
"SC/ST (POA) Act","D&N Haveli","2004",0
"SC/ST (POA) Act","Daman & Diu","2004",0
"SC/ST (POA) Act","Delhi UT","2004",4
"SC/ST (POA) Act","Goa","2004",0
"SC/ST (POA) Act","Gujarat","2004",411
"SC/ST (POA) Act","Haryana","2004",31
"SC/ST (POA) Act","Himachal Pradesh","2004",40
"SC/ST (POA) Act","Jammu & Kashmir","2004",0
"SC/ST (POA) Act","Jharkhand","2004",53
"SC/ST (POA) Act","Karnataka","2004",1061
"SC/ST (POA) Act","Kerala","2004",162
"SC/ST (POA) Act","Lakshadweep","2004",0
"SC/ST (POA) Act","Madhya Pradesh","2004",357
"SC/ST (POA) Act","Maharashtra","2004",219
"SC/ST (POA) Act","Manipur","2004",0
"SC/ST (POA) Act","Meghalaya","2004",0
"SC/ST (POA) Act","Mizoram","2004",0
"SC/ST (POA) Act","Nagaland","2004",0
"SC/ST (POA) Act","Odisha","2004",574
"SC/ST (POA) Act","Puducherry","2004",0
"SC/ST (POA) Act","Punjab","2004",61
"SC/ST (POA) Act","Rajasthan","2004",579
"SC/ST (POA) Act","Sikkim","2004",0
"SC/ST (POA) Act","Tamil Nadu","2004",691
"SC/ST (POA) Act","Tripura","2004",0
"SC/ST (POA) Act","Uttar Pradesh","2004",1264
"SC/ST (POA) Act","Uttarakhand","2004",112
"SC/ST (POA) Act","West Bengal","2004",2
"Total Crimes against SCs","A&N Islands","2004",0
"Total Crimes against SCs","Andhra Pradesh","2004",3255
"Total Crimes against SCs","Arunachal Pradesh","2004",0
"Total Crimes against SCs","Assam","2004",20
"Total Crimes against SCs","Bihar","2004",2646
"Total Crimes against SCs","Chandigarh","2004",0
"Total Crimes against SCs","Chhattisgarh","2004",698
"Total Crimes against SCs","D&N Haveli","2004",0
"Total Crimes against SCs","Daman & Diu","2004",0
"Total Crimes against SCs","Delhi UT","2004",4
"Total Crimes against SCs","Goa","2004",0
"Total Crimes against SCs","Gujarat","2004",1309
"Total Crimes against SCs","Haryana","2004",217
"Total Crimes against SCs","Himachal Pradesh","2004",89
"Total Crimes against SCs","Jammu & Kashmir","2004",4
"Total Crimes against SCs","Jharkhand","2004",126
"Total Crimes against SCs","Karnataka","2004",1643
"Total Crimes against SCs","Kerala","2004",438
"Total Crimes against SCs","Lakshadweep","2004",0
"Total Crimes against SCs","Madhya Pradesh","2004",4699
"Total Crimes against SCs","Maharashtra","2004",715
"Total Crimes against SCs","Manipur","2004",0
"Total Crimes against SCs","Meghalaya","2004",0
"Total Crimes against SCs","Mizoram","2004",0
"Total Crimes against SCs","Nagaland","2004",0
"Total Crimes against SCs","Odisha","2004",1398
"Total Crimes against SCs","Puducherry","2004",23
"Total Crimes against SCs","Punjab","2004",134
"Total Crimes against SCs","Rajasthan","2004",4360
"Total Crimes against SCs","Sikkim","2004",16
"Total Crimes against SCs","Tamil Nadu","2004",1156
"Total Crimes against SCs","Tripura","2004",1
"Total Crimes against SCs","Uttar Pradesh","2004",3785
"Total Crimes against SCs","Uttarakhand","2004",137
"Total Crimes against SCs","West Bengal","2004",14
"Arson","A&N Islands","2005",0
"Arson","Andhra Pradesh","2005",9
"Arson","Arunachal Pradesh","2005",0
"Arson","Assam","2005",7
"Arson","Bihar","2005",19
"Arson","Chandigarh","2005",0
"Arson","Chhattisgarh","2005",0
"Arson","D&N Haveli","2005",0
"Arson","Daman & Diu","2005",0
"Arson","Delhi UT","2005",0
"Arson","Goa","2005",0
"Arson","Gujarat","2005",8
"Arson","Haryana","2005",5
"Arson","Himachal Pradesh","2005",0
"Arson","Jammu & Kashmir","2005",0
"Arson","Jharkhand","2005",8
"Arson","Karnataka","2005",4
"Arson","Kerala","2005",0
"Arson","Lakshadweep","2005",0
"Arson","Madhya Pradesh","2005",38
"Arson","Maharashtra","2005",7
"Arson","Manipur","2005",0
"Arson","Meghalaya","2005",0
"Arson","Mizoram","2005",0
"Arson","Nagaland","2005",0
"Arson","Odisha","2005",5
"Arson","Puducherry","2005",0
"Arson","Punjab","2005",0
"Arson","Rajasthan","2005",32
"Arson","Sikkim","2005",0
"Arson","Tamil Nadu","2005",11
"Arson","Tripura","2005",0
"Arson","Uttar Pradesh","2005",57
"Arson","Uttarakhand","2005",0
"Arson","West Bengal","2005",0
"Dacoity","A&N Islands","2005",0
"Dacoity","Andhra Pradesh","2005",0
"Dacoity","Arunachal Pradesh","2005",0
"Dacoity","Assam","2005",3
"Dacoity","Bihar","2005",4
"Dacoity","Chandigarh","2005",0
"Dacoity","Chhattisgarh","2005",0
"Dacoity","D&N Haveli","2005",0
"Dacoity","Daman & Diu","2005",0
"Dacoity","Delhi UT","2005",0
"Dacoity","Goa","2005",0
"Dacoity","Gujarat","2005",7
"Dacoity","Haryana","2005",0
"Dacoity","Himachal Pradesh","2005",0
"Dacoity","Jammu & Kashmir","2005",0
"Dacoity","Jharkhand","2005",0
"Dacoity","Karnataka","2005",2
"Dacoity","Kerala","2005",0
"Dacoity","Lakshadweep","2005",0
"Dacoity","Madhya Pradesh","2005",0
"Dacoity","Maharashtra","2005",5
"Dacoity","Manipur","2005",0
"Dacoity","Meghalaya","2005",0
"Dacoity","Mizoram","2005",0
"Dacoity","Nagaland","2005",0
"Dacoity","Odisha","2005",0
"Dacoity","Puducherry","2005",0
"Dacoity","Punjab","2005",0
"Dacoity","Rajasthan","2005",0
"Dacoity","Sikkim","2005",0
"Dacoity","Tamil Nadu","2005",0
"Dacoity","Tripura","2005",0
"Dacoity","Uttar Pradesh","2005",5
"Dacoity","Uttarakhand","2005",0
"Dacoity","West Bengal","2005",0
"Hurt","A&N Islands","2005",0
"Hurt","Andhra Pradesh","2005",459
"Hurt","Arunachal Pradesh","2005",0
"Hurt","Assam","2005",111
"Hurt","Bihar","2005",319
"Hurt","Chandigarh","2005",0
"Hurt","Chhattisgarh","2005",71
"Hurt","D&N Haveli","2005",0
"Hurt","Daman & Diu","2005",0
"Hurt","Delhi UT","2005",0
"Hurt","Goa","2005",0
"Hurt","Gujarat","2005",270
"Hurt","Haryana","2005",52
"Hurt","Himachal Pradesh","2005",1
"Hurt","Jammu & Kashmir","2005",0
"Hurt","Jharkhand","2005",71
"Hurt","Karnataka","2005",86
"Hurt","Kerala","2005",129
"Hurt","Lakshadweep","2005",0
"Hurt","Madhya Pradesh","2005",950
"Hurt","Maharashtra","2005",52
"Hurt","Manipur","2005",0
"Hurt","Meghalaya","2005",0
"Hurt","Mizoram","2005",0
"Hurt","Nagaland","2005",0
"Hurt","Odisha","2005",259
"Hurt","Puducherry","2005",0
"Hurt","Punjab","2005",7
"Hurt","Rajasthan","2005",399
"Hurt","Sikkim","2005",3
"Hurt","Tamil Nadu","2005",142
"Hurt","Tripura","2005",14
"Hurt","Uttar Pradesh","2005",427
"Hurt","Uttarakhand","2005",23
"Hurt","West Bengal","2005",2
"Kidnapping & Abduction","A&N Islands","2005",0
"Kidnapping & Abduction","Andhra Pradesh","2005",21
"Kidnapping & Abduction","Arunachal Pradesh","2005",0
"Kidnapping & Abduction","Assam","2005",25
"Kidnapping & Abduction","Bihar","2005",5
"Kidnapping & Abduction","Chandigarh","2005",0
"Kidnapping & Abduction","Chhattisgarh","2005",3
"Kidnapping & Abduction","D&N Haveli","2005",0
"Kidnapping & Abduction","Daman & Diu","2005",0
"Kidnapping & Abduction","Delhi UT","2005",0
"Kidnapping & Abduction","Goa","2005",0
"Kidnapping & Abduction","Gujarat","2005",18
"Kidnapping & Abduction","Haryana","2005",15
"Kidnapping & Abduction","Himachal Pradesh","2005",0
"Kidnapping & Abduction","Jammu & Kashmir","2005",0
"Kidnapping & Abduction","Jharkhand","2005",1
"Kidnapping & Abduction","Karnataka","2005",8
"Kidnapping & Abduction","Kerala","2005",0
"Kidnapping & Abduction","Lakshadweep","2005",0
"Kidnapping & Abduction","Madhya Pradesh","2005",19
"Kidnapping & Abduction","Maharashtra","2005",8
"Kidnapping & Abduction","Manipur","2005",0
"Kidnapping & Abduction","Meghalaya","2005",0
"Kidnapping & Abduction","Mizoram","2005",0
"Kidnapping & Abduction","Nagaland","2005",0
"Kidnapping & Abduction","Odisha","2005",6
"Kidnapping & Abduction","Puducherry","2005",0
"Kidnapping & Abduction","Punjab","2005",1
"Kidnapping & Abduction","Rajasthan","2005",18
"Kidnapping & Abduction","Sikkim","2005",0
"Kidnapping & Abduction","Tamil Nadu","2005",2
"Kidnapping & Abduction","Tripura","2005",0
"Kidnapping & Abduction","Uttar Pradesh","2005",99
"Kidnapping & Abduction","Uttarakhand","2005",9
"Kidnapping & Abduction","West Bengal","2005",0
"Murder","A&N Islands","2005",0
"Murder","Andhra Pradesh","2005",37
"Murder","Arunachal Pradesh","2005",1
"Murder","Assam","2005",21
"Murder","Bihar","2005",12
"Murder","Chandigarh","2005",0
"Murder","Chhattisgarh","2005",6
"Murder","D&N Haveli","2005",0
"Murder","Daman & Diu","2005",0
"Murder","Delhi UT","2005",0
"Murder","Goa","2005",0
"Murder","Gujarat","2005",10
"Murder","Haryana","2005",10
"Murder","Himachal Pradesh","2005",0
"Murder","Jammu & Kashmir","2005",0
"Murder","Jharkhand","2005",13
"Murder","Karnataka","2005",18
"Murder","Kerala","2005",4
"Murder","Lakshadweep","2005",0
"Murder","Madhya Pradesh","2005",96
"Murder","Maharashtra","2005",15
"Murder","Manipur","2005",0
"Murder","Meghalaya","2005",0
"Murder","Mizoram","2005",0
"Murder","Nagaland","2005",0
"Murder","Odisha","2005",9
"Murder","Puducherry","2005",0
"Murder","Punjab","2005",3
"Murder","Rajasthan","2005",56
"Murder","Sikkim","2005",0
"Murder","Tamil Nadu","2005",30
"Murder","Tripura","2005",0
"Murder","Uttar Pradesh","2005",323
"Murder","Uttarakhand","2005",5
"Murder","West Bengal","2005",0
"Other Crimes Against SCs","A&N Islands","2005",0
"Other Crimes Against SCs","Andhra Pradesh","2005",1212
"Other Crimes Against SCs","Arunachal Pradesh","2005",0
"Other Crimes Against SCs","Assam","2005",93
"Other Crimes Against SCs","Bihar","2005",207
"Other Crimes Against SCs","Chandigarh","2005",0
"Other Crimes Against SCs","Chhattisgarh","2005",199
"Other Crimes Against SCs","D&N Haveli","2005",2
"Other Crimes Against SCs","Daman & Diu","2005",2
"Other Crimes Against SCs","Delhi UT","2005",0
"Other Crimes Against SCs","Goa","2005",0
"Other Crimes Against SCs","Gujarat","2005",517
"Other Crimes Against SCs","Haryana","2005",97
"Other Crimes Against SCs","Himachal Pradesh","2005",24
"Other Crimes Against SCs","Jammu & Kashmir","2005",0
"Other Crimes Against SCs","Jharkhand","2005",104
"Other Crimes Against SCs","Karnataka","2005",494
"Other Crimes Against SCs","Kerala","2005",127
"Other Crimes Against SCs","Lakshadweep","2005",0
"Other Crimes Against SCs","Madhya Pradesh","2005",2559
"Other Crimes Against SCs","Maharashtra","2005",399
"Other Crimes Against SCs","Manipur","2005",0
"Other Crimes Against SCs","Meghalaya","2005",0
"Other Crimes Against SCs","Mizoram","2005",0
"Other Crimes Against SCs","Nagaland","2005",0
"Other Crimes Against SCs","Odisha","2005",484
"Other Crimes Against SCs","Puducherry","2005",0
"Other Crimes Against SCs","Punjab","2005",47
"Other Crimes Against SCs","Rajasthan","2005",2734
"Other Crimes Against SCs","Sikkim","2005",4
"Other Crimes Against SCs","Tamil Nadu","2005",161
"Other Crimes Against SCs","Tripura","2005",18
"Other Crimes Against SCs","Uttar Pradesh","2005",1589
"Other Crimes Against SCs","Uttarakhand","2005",0
"Other Crimes Against SCs","West Bengal","2005",4
"Protection of Civil Rights Act","A&N Islands","2005",0
"Protection of Civil Rights Act","Andhra Pradesh","2005",61
"Protection of Civil Rights Act","Arunachal Pradesh","2005",0
"Protection of Civil Rights Act","Assam","2005",0
"Protection of Civil Rights Act","Bihar","2005",95
"Protection of Civil Rights Act","Chandigarh","2005",0
"Protection of Civil Rights Act","Chhattisgarh","2005",1
"Protection of Civil Rights Act","D&N Haveli","2005",0
"Protection of Civil Rights Act","Daman & Diu","2005",0
"Protection of Civil Rights Act","Delhi UT","2005",1
"Protection of Civil Rights Act","Goa","2005",0
"Protection of Civil Rights Act","Gujarat","2005",6
"Protection of Civil Rights Act","Haryana","2005",0
"Protection of Civil Rights Act","Himachal Pradesh","2005",3
"Protection of Civil Rights Act","Jammu & Kashmir","2005",1
"Protection of Civil Rights Act","Jharkhand","2005",8
"Protection of Civil Rights Act","Karnataka","2005",28
"Protection of Civil Rights Act","Kerala","2005",0
"Protection of Civil Rights Act","Lakshadweep","2005",0
"Protection of Civil Rights Act","Madhya Pradesh","2005",1
"Protection of Civil Rights Act","Maharashtra","2005",32
"Protection of Civil Rights Act","Manipur","2005",0
"Protection of Civil Rights Act","Meghalaya","2005",0
"Protection of Civil Rights Act","Mizoram","2005",0
"Protection of Civil Rights Act","Nagaland","2005",0
"Protection of Civil Rights Act","Odisha","2005",0
"Protection of Civil Rights Act","Puducherry","2005",12
"Protection of Civil Rights Act","Punjab","2005",1
"Protection of Civil Rights Act","Rajasthan","2005",1
"Protection of Civil Rights Act","Sikkim","2005",0
"Protection of Civil Rights Act","Tamil Nadu","2005",12
"Protection of Civil Rights Act","Tripura","2005",0
"Protection of Civil Rights Act","Uttar Pradesh","2005",28
"Protection of Civil Rights Act","Uttarakhand","2005",0
"Protection of Civil Rights Act","West Bengal","2005",0
"Rape","A&N Islands","2005",0
"Rape","Andhra Pradesh","2005",74
"Rape","Arunachal Pradesh","2005",0
"Rape","Assam","2005",14
"Rape","Bihar","2005",16
"Rape","Chandigarh","2005",0
"Rape","Chhattisgarh","2005",59
"Rape","D&N Haveli","2005",0
"Rape","Daman & Diu","2005",0
"Rape","Delhi UT","2005",0
"Rape","Goa","2005",1
"Rape","Gujarat","2005",20
"Rape","Haryana","2005",35
"Rape","Himachal Pradesh","2005",9
"Rape","Jammu & Kashmir","2005",0
"Rape","Jharkhand","2005",8
"Rape","Karnataka","2005",30
"Rape","Kerala","2005",44
"Rape","Lakshadweep","2005",0
"Rape","Madhya Pradesh","2005",340
"Rape","Maharashtra","2005",83
"Rape","Manipur","2005",0
"Rape","Meghalaya","2005",0
"Rape","Mizoram","2005",0
"Rape","Nagaland","2005",0
"Rape","Odisha","2005",33
"Rape","Puducherry","2005",0
"Rape","Punjab","2005",9
"Rape","Rajasthan","2005",136
"Rape","Sikkim","2005",0
"Rape","Tamil Nadu","2005",19
"Rape","Tripura","2005",5
"Rape","Uttar Pradesh","2005",224
"Rape","Uttarakhand","2005",12
"Rape","West Bengal","2005",1
"Robbery","A&N Islands","2005",0
"Robbery","Andhra Pradesh","2005",0
"Robbery","Arunachal Pradesh","2005",1
"Robbery","Assam","2005",8
"Robbery","Bihar","2005",6
"Robbery","Chandigarh","2005",0
"Robbery","Chhattisgarh","2005",0
"Robbery","D&N Haveli","2005",0
"Robbery","Daman & Diu","2005",0
"Robbery","Delhi UT","2005",0
"Robbery","Goa","2005",0
"Robbery","Gujarat","2005",17
"Robbery","Haryana","2005",1
"Robbery","Himachal Pradesh","2005",0
"Robbery","Jammu & Kashmir","2005",0
"Robbery","Jharkhand","2005",0
"Robbery","Karnataka","2005",2
"Robbery","Kerala","2005",0
"Robbery","Lakshadweep","2005",0
"Robbery","Madhya Pradesh","2005",9
"Robbery","Maharashtra","2005",6
"Robbery","Manipur","2005",0
"Robbery","Meghalaya","2005",0
"Robbery","Mizoram","2005",0
"Robbery","Nagaland","2005",0
"Robbery","Odisha","2005",4
"Robbery","Puducherry","2005",0
"Robbery","Punjab","2005",0
"Robbery","Rajasthan","2005",4
"Robbery","Sikkim","2005",0
"Robbery","Tamil Nadu","2005",0
"Robbery","Tripura","2005",0
"Robbery","Uttar Pradesh","2005",22
"Robbery","Uttarakhand","2005",0
"Robbery","West Bengal","2005",0
"SC/ST (POA) Act","A&N Islands","2005",0
"SC/ST (POA) Act","Andhra Pradesh","2005",1244
